,f,P
5939,89.990234375,-187.86061085944013
5940,90.0390625,-185.74761813295189
5941,90.087890625,-188.2688621760866
5942,90.13671875,-184.61151529090938
5943,90.185546875,-189.27093549912834
5944,90.234375,-188.8466536142341
5945,90.283203125,-186.44944332498085
5946,90.33203125,-187.10452763599704
5947,90.380859375,-188.12782825403448
5948,90.4296875,-186.8554141156454
5949,90.478515625,-186.35377195289811
5950,90.52734375,-188.30708895122848
5951,90.576171875,-187.79190186563847
5952,90.625,-188.21574243784326
5953,90.673828125,-185.8899834776558
5954,90.72265625,-184.46077980663262
5955,90.771484375,-188.79861556909404
5956,90.8203125,-187.1110280072659
5957,90.869140625,-186.79577495948772
5958,90.91796875,-188.83017467696462
5959,90.966796875,-188.48316427931408
5960,91.015625,-187.7376342757698
5961,91.064453125,-188.14868461824608
5962,91.11328125,-186.03794502388948
5963,91.162109375,-185.53638285685207
5964,91.2109375,-188.62651229109835
5965,91.259765625,-184.5112944948662
5966,91.30859375,-185.42946433482405
5967,91.357421875,-189.26266232293685
5968,91.40625,-187.2433593867936
5969,91.455078125,-187.9494945490133
5970,91.50390625,-187.02442379261797
5971,91.552734375,-188.3579481181597
5972,91.6015625,-185.72056659550086
5973,91.650390625,-188.8023209176977
5974,91.69921875,-187.72614389365378
5975,91.748046875,-188.36837901890266
5976,91.796875,-187.46200662129186
5977,91.845703125,-185.35325163320204
5978,91.89453125,-186.2020141512254
5979,91.943359375,-188.67169343160683
5980,91.9921875,-185.92924236425458
5981,92.041015625,-188.74056190269883
5982,92.08984375,-188.42762977782562
5983,92.138671875,-187.60194008229365
5984,92.1875,-189.06413248768067
5985,92.236328125,-187.673696432347
5986,92.28515625,-187.03839233204823
5987,92.333984375,-185.6007615965887
5988,92.3828125,-186.77738884547313
5989,92.431640625,-185.9904583984615
5990,92.48046875,-187.9042629526355
5991,92.529296875,-188.76916961948774
5992,92.578125,-183.744482037363
5993,92.626953125,-186.8393799826881
5994,92.67578125,-186.35534167328908
5995,92.724609375,-187.5548992916653
5996,92.7734375,-186.11220544875422
5997,92.822265625,-188.4718932535024
5998,92.87109375,-187.047653076666
5999,92.919921875,-187.31688302043693
6000,92.96875,-188.0508294423611
6001,93.017578125,-187.87733067748013
6002,93.06640625,-188.2685360816807
6003,93.115234375,-189.03836964449764
6004,93.1640625,-190.6912910250734
6005,93.212890625,-190.60504690686398
6006,93.26171875,-188.78739358198533
6007,93.310546875,-188.41123294621244
6008,93.359375,-188.35645283492667
6009,93.408203125,-187.89607272737774
6010,93.45703125,-188.05379929102372
6011,93.505859375,-185.52164608329164
6012,93.5546875,-187.94913871664093
6013,93.603515625,-184.6221900947536
6014,93.65234375,-185.7839765427726
6015,93.701171875,-188.60817056767027
6016,93.75,-189.57869444136557
6017,93.798828125,-185.77052498440628
6018,93.84765625,-187.13766655304008
6019,93.896484375,-188.40543042240745
6020,93.9453125,-185.46285504888658
6021,93.994140625,-186.30711748315778
6022,94.04296875,-190.49162019211315
6023,94.091796875,-187.92141245517672
6024,94.140625,-187.49609715016683
6025,94.189453125,-189.1254510897828
6026,94.23828125,-185.60350165684682
6027,94.287109375,-190.03415285919058
6028,94.3359375,-189.32027447202063
6029,94.384765625,-188.19514617043544
6030,94.43359375,-189.52853753361808
6031,94.482421875,-186.93495805188925
6032,94.53125,-188.32812346766715
6033,94.580078125,-187.14719014438504
6034,94.62890625,-187.6333365595435
6035,94.677734375,-188.30096238713494
6036,94.7265625,-186.57544022243158
6037,94.775390625,-187.4566205887438
6038,94.82421875,-187.26709189431256
6039,94.873046875,-187.1652185145688
6040,94.921875,-191.63616970260142
6041,94.970703125,-188.0532714431627
6042,95.01953125,-189.8776885130853
6043,95.068359375,-187.5501475236224
6044,95.1171875,-188.34857804250316
6045,95.166015625,-188.96287696578463
6046,95.21484375,-188.54494899351093
6047,95.263671875,-188.07508977727844
6048,95.3125,-187.08029853003003
6049,95.361328125,-186.6479777278053
6050,95.41015625,-185.57571530395458
6051,95.458984375,-187.56389554056
6052,95.5078125,-189.06828014974442
6053,95.556640625,-187.46485714763767
6054,95.60546875,-188.4723067448667
6055,95.654296875,-185.14777084911782
6056,95.703125,-186.69733527890105
6057,95.751953125,-189.38533262865982
6058,95.80078125,-187.4901713928149
6059,95.849609375,-186.99993311905672
6060,95.8984375,-187.17361670728457
6061,95.947265625,-186.37758408902235
6062,95.99609375,-189.07791683899535
6063,96.044921875,-183.5003345836768
6064,96.09375,-187.51659575985295
6065,96.142578125,-189.27054048289725
6066,96.19140625,-188.19215037048914
6067,96.240234375,-186.59783953619063
6068,96.2890625,-186.53344297419952
6069,96.337890625,-187.93658065497752
6070,96.38671875,-189.33162123618334
6071,96.435546875,-187.55662420253972
6072,96.484375,-188.48044671971468
6073,96.533203125,-186.1078419964827
6074,96.58203125,-187.594972674112
6075,96.630859375,-186.27776376531995
6076,96.6796875,-188.4623845830328
6077,96.728515625,-184.47921972650792
6078,96.77734375,-187.6554810977974
6079,96.826171875,-189.2233095097465
6080,96.875,-187.75110000179072
6081,96.923828125,-186.54070619865143
6082,96.97265625,-189.4893587978824
6083,97.021484375,-189.93171913772156
6084,97.0703125,-189.08810624237856
6085,97.119140625,-187.10476401729161
6086,97.16796875,-186.28400789255346
6087,97.216796875,-188.4603884192446
6088,97.265625,-187.1665132637605
6089,97.314453125,-185.07514420884635
6090,97.36328125,-187.2912867062952
6091,97.412109375,-187.20835223665284
6092,97.4609375,-186.8193403804954
6093,97.509765625,-188.81460890887288
6094,97.55859375,-187.12229975231102
6095,97.607421875,-187.23524467955474
6096,97.65625,-186.64253257548773
6097,97.705078125,-187.36024442602147
6098,97.75390625,-190.09445323172852
6099,97.802734375,-188.16639096372265
6100,97.8515625,-189.50513859509113
6101,97.900390625,-185.7807896579242
6102,97.94921875,-189.96777960814896
6103,97.998046875,-185.3796766245595
6104,98.046875,-186.53258529087105
6105,98.095703125,-186.58261570189035
6106,98.14453125,-188.60481501053505
6107,98.193359375,-190.5003507731257
6108,98.2421875,-187.7369437439341
6109,98.291015625,-189.3420937090055
6110,98.33984375,-188.43037039702833
6111,98.388671875,-187.35411662596374
6112,98.4375,-185.88794490352808
6113,98.486328125,-189.41134329442403
6114,98.53515625,-189.16667776699595
6115,98.583984375,-186.0962120113547
6116,98.6328125,-188.55949063900067
6117,98.681640625,-189.09099446360906
6118,98.73046875,-189.28335417900536
6119,98.779296875,-188.17816235685746
6120,98.828125,-187.77606346184015
6121,98.876953125,-187.17939702401074
6122,98.92578125,-187.64246936070126
6123,98.974609375,-187.34591560381037
6124,99.0234375,-186.62252874664782
6125,99.072265625,-188.23369222184564
6126,99.12109375,-184.68306026415468
6127,99.169921875,-185.28453145487987
6128,99.21875,-187.99405634768564
6129,99.267578125,-187.6903309536571
6130,99.31640625,-189.1938863958262
6131,99.365234375,-186.8024195861056
6132,99.4140625,-186.3925373539819
6133,99.462890625,-188.05103412416983
6134,99.51171875,-187.60570981599884
6135,99.560546875,-184.5666070454338
6136,99.609375,-187.56976490432473
6137,99.658203125,-188.9363376662328
6138,99.70703125,-187.2951637112452
6139,99.755859375,-189.1876316500847
6140,99.8046875,-186.45589158921865
6141,99.853515625,-187.3726137294338
6142,99.90234375,-185.250811484791
6143,99.951171875,-184.7212301082942
6144,100.0,-190.02340340657932
6145,100.048828125,-190.3050426910259
6146,100.09765625,-187.59220476125157
6147,100.146484375,-188.90672715907942
6148,100.1953125,-185.62067664570685
6149,100.244140625,-187.17687962695516
6150,100.29296875,-188.23120375335768
6151,100.341796875,-189.613444478353
6152,100.390625,-189.06032436105954
6153,100.439453125,-187.52208537156451
6154,100.48828125,-187.91636594915738
6155,100.537109375,-187.19713038465764
6156,100.5859375,-186.09790042473608
6157,100.634765625,-186.4248876810006
6158,100.68359375,-186.9684335434174
6159,100.732421875,-187.87844543221573
6160,100.78125,-188.1594037682248
6161,100.830078125,-186.86180838738525
6162,100.87890625,-189.26541187522153
6163,100.927734375,-184.88033857807068
6164,100.9765625,-188.68300110295
6165,101.025390625,-188.94635947536815
6166,101.07421875,-186.8374302623083
6167,101.123046875,-187.43600223746043
6168,101.171875,-187.30653145992693
6169,101.220703125,-188.9845963780183
6170,101.26953125,-185.85710710301757
6171,101.318359375,-189.55450334653784
6172,101.3671875,-187.49958787005485
6173,101.416015625,-188.9022297325179
6174,101.46484375,-188.52676319744305
6175,101.513671875,-186.3707526933465
6176,101.5625,-187.95078013670334
6177,101.611328125,-188.09026982876003
6178,101.66015625,-189.72518403794962
6179,101.708984375,-186.86690324982766
6180,101.7578125,-186.99806505514505
6181,101.806640625,-188.18260696633467
6182,101.85546875,-187.6485439973118
6183,101.904296875,-188.56537233167722
6184,101.953125,-186.6327137713395
6185,102.001953125,-186.2382457245303
6186,102.05078125,-186.5195889477927
6187,102.099609375,-188.4448498966151
6188,102.1484375,-187.0863690244916
6189,102.197265625,-189.65602062603227
6190,102.24609375,-190.89799865929666
6191,102.294921875,-187.67677090473464
6192,102.34375,-190.0968498471592
6193,102.392578125,-187.53630751053694
6194,102.44140625,-186.6624098197191
6195,102.490234375,-186.06764457765763
6196,102.5390625,-184.87618637750768
6197,102.587890625,-187.39064694789113
6198,102.63671875,-190.4912815364729
6199,102.685546875,-189.16379834917316
6200,102.734375,-186.30555477855623
6201,102.783203125,-187.902560030174
6202,102.83203125,-187.9400332706362
6203,102.880859375,-185.90951521578106
6204,102.9296875,-186.88414996185185
6205,102.978515625,-187.4860534487545
6206,103.02734375,-187.21038843145323
6207,103.076171875,-186.33337722987014
6208,103.125,-187.33518691668564
6209,103.173828125,-185.17747104073547
6210,103.22265625,-189.39888079571935
6211,103.271484375,-188.5917554750388
6212,103.3203125,-188.93374183453713
6213,103.369140625,-186.65997113516144
6214,103.41796875,-188.29776363102408
6215,103.466796875,-187.633700362897
6216,103.515625,-188.29999171700797
6217,103.564453125,-185.67952801304295
6218,103.61328125,-186.80377737162365
6219,103.662109375,-185.95513608220136
6220,103.7109375,-185.39012309106928
6221,103.759765625,-189.801901544098
6222,103.80859375,-186.42257940081234
6223,103.857421875,-186.76854817100033
6224,103.90625,-188.41607285839675
6225,103.955078125,-186.11308904714502
6226,104.00390625,-187.2471258242973
6227,104.052734375,-186.14561050437936
6228,104.1015625,-187.48968562700983
6229,104.150390625,-186.87796112126264
6230,104.19921875,-189.64738230552777
6231,104.248046875,-187.99529262990356
6232,104.296875,-189.36541767882724
6233,104.345703125,-187.00993270772483
6234,104.39453125,-186.9861698823158
6235,104.443359375,-187.0043065440313
6236,104.4921875,-189.5101852055417
6237,104.541015625,-187.47426719637033
6238,104.58984375,-188.3666471670765
6239,104.638671875,-185.46469640892082
6240,104.6875,-185.50265679610254
6241,104.736328125,-187.48219132389147
6242,104.78515625,-189.5996738333484
6243,104.833984375,-184.5999677755922
6244,104.8828125,-187.22642032269516
6245,104.931640625,-187.94795616512476
6246,104.98046875,-185.4712875001192
6247,105.029296875,-186.48348023189354
6248,105.078125,-187.35454660521856
6249,105.126953125,-185.37533248032486
6250,105.17578125,-187.1188288498532
6251,105.224609375,-188.97229952249398
6252,105.2734375,-187.51223705379383
6253,105.322265625,-187.9652753942786
6254,105.37109375,-183.9082078952994
6255,105.419921875,-187.97895823628866
6256,105.46875,-188.90456242286047
6257,105.517578125,-187.21031770262542
6258,105.56640625,-186.29016422496474
6259,105.615234375,-187.91519178166712
6260,105.6640625,-188.36629156422939
6261,105.712890625,-189.67620524569912
6262,105.76171875,-188.62667489457672
6263,105.810546875,-186.11817519021503
6264,105.859375,-188.49550592624786
6265,105.908203125,-189.2908990612199
6266,105.95703125,-183.91129052030175
6267,106.005859375,-187.878397209164
6268,106.0546875,-185.42980015757468
6269,106.103515625,-188.14548148700462
6270,106.15234375,-187.75536090121273
6271,106.201171875,-188.1441764761316
6272,106.25,-46.51319511140815
6273,106.298828125,-187.93966157057034
6274,106.34765625,-187.5106957311686
6275,106.396484375,-189.2968756780236
6276,106.4453125,-188.0208959621096
6277,106.494140625,-189.53660515086392
6278,106.54296875,-187.01581723078309
6279,106.591796875,-187.06187700320007
6280,106.640625,-185.0777240776333
6281,106.689453125,-189.5477888045626
6282,106.73828125,-187.47761186649478
6283,106.787109375,-189.49667025388064
6284,106.8359375,-188.6713034857287
6285,106.884765625,-187.04471622473588
6286,106.93359375,-188.5856131653189
6287,106.982421875,-186.51449010054714
6288,107.03125,-188.227070975597
6289,107.080078125,-188.51790571385737
6290,107.12890625,-188.21543926860247
6291,107.177734375,-187.52182793508865
6292,107.2265625,-186.90882738650282
6293,107.275390625,-186.7794669838316
6294,107.32421875,-187.55876022963793
6295,107.373046875,-186.56941079907406
6296,107.421875,-189.77140145589377
6297,107.470703125,-190.3977671628919
6298,107.51953125,-186.15386021762473
6299,107.568359375,-186.26651173819556
6300,107.6171875,-186.7580289837762
6301,107.666015625,-187.65795610952935
6302,107.71484375,-187.32512401694868
6303,107.763671875,-187.09606804809786
6304,107.8125,-189.15666025243692
6305,107.861328125,-189.35320471773537
6306,107.91015625,-187.7670394439008
6307,107.958984375,-187.1418869208252
6308,108.0078125,-189.695319887757
6309,108.056640625,-190.21250272203625
6310,108.10546875,-187.6666826249317
6311,108.154296875,-188.08323742625234
6312,108.203125,-189.09614424889392
6313,108.251953125,-187.03628480177858
6314,108.30078125,-183.86950780590956
6315,108.349609375,-187.8693437487659
6316,108.3984375,-186.64369288855207
6317,108.447265625,-186.69946925076303
6318,108.49609375,-187.02221240513944
6319,108.544921875,-186.34282655702134
6320,108.59375,-189.0679259640496
6321,108.642578125,-189.12577785206793
6322,108.69140625,-186.12533389775353
6323,108.740234375,-185.6106604433678
6324,108.7890625,-185.81014695823492
6325,108.837890625,-187.6427781017722
6326,108.88671875,-186.99595697923627
6327,108.935546875,-186.98665599750237
6328,108.984375,-186.0314161638992
6329,109.033203125,-189.42309203325996
6330,109.08203125,-187.3570684512329
6331,109.130859375,-188.33297724259057
6332,109.1796875,-190.413518285558
6333,109.228515625,-189.6396285391805
6334,109.27734375,-186.63181153504
6335,109.326171875,-188.09743484089714
6336,109.375,-185.35423225671028
6337,109.423828125,-186.84585618287284
6338,109.47265625,-188.30851198893754
6339,109.521484375,-188.52571907666456
6340,109.5703125,-189.81146415443897
6341,109.619140625,-189.52660987394484
6342,109.66796875,-186.163905721921
6343,109.716796875,-187.24445089856403
6344,109.765625,-185.74485230847426
6345,109.814453125,-186.44333487193018
6346,109.86328125,-187.40520499209063
6347,109.912109375,-188.69031664362453
6348,109.9609375,-188.8492459043088
6349,110.009765625,-191.47507733500476
6350,110.05859375,-188.2793454307027
6351,110.107421875,-188.26148192720552
6352,110.15625,-189.36088000430018
6353,110.205078125,-188.08290726217243
6354,110.25390625,-188.19358400894876
6355,110.302734375,-187.4183320418883
6356,110.3515625,-188.7193734918634
6357,110.400390625,-189.73538669493075
6358,110.44921875,-186.6164394874771
6359,110.498046875,-188.09683552866224
6360,110.546875,-188.94463342405862
6361,110.595703125,-184.35569054117335
6362,110.64453125,-188.81883618034
6363,110.693359375,-188.83012715737559
6364,110.7421875,-190.7843503928441
6365,110.791015625,-188.30864366371162
6366,110.83984375,-190.2720361775904
6367,110.888671875,-185.16156812743802
6368,110.9375,-187.00935629666515
6369,110.986328125,-187.0138939431302
6370,111.03515625,-186.65147471605556
6371,111.083984375,-189.28124359193603
6372,111.1328125,-188.61546007991737
6373,111.181640625,-187.01788494712608
6374,111.23046875,-190.58899903622603
6375,111.279296875,-186.3740795010817
6376,111.328125,-188.799517994243
6377,111.376953125,-187.3696900813685
6378,111.42578125,-185.37560504917144
6379,111.474609375,-188.84867845281536
6380,111.5234375,-187.9917287729092
6381,111.572265625,-187.02772570329887
6382,111.62109375,-186.56082585904633
6383,111.669921875,-189.92723781039462
6384,111.71875,-187.45434334880628
6385,111.767578125,-189.5912819140099
6386,111.81640625,-186.30383923751236
6387,111.865234375,-188.28671368214484
6388,111.9140625,-185.8159120401007
6389,111.962890625,-187.32587461015422
6390,112.01171875,-186.90263819533902
6391,112.060546875,-191.2151211006316
6392,112.109375,-186.8225033075997
6393,112.158203125,-188.23597013833432
6394,112.20703125,-187.319965713037
6395,112.255859375,-185.78552193545949
6396,112.3046875,-184.57532273361707
6397,112.353515625,-186.88868808895992
6398,112.40234375,-186.4668220603584
6399,112.451171875,-188.3175639589291
6400,112.5,-186.57523330489772
6401,112.548828125,-189.74187092534552
6402,112.59765625,-189.43850923721192
6403,112.646484375,-186.08586399139432
6404,112.6953125,-187.69413361655057
6405,112.744140625,-187.93274752712736
6406,112.79296875,-187.97713209147386
6407,112.841796875,-190.1925636694004
6408,112.890625,-188.210156622157
6409,112.939453125,-186.1515752873246
6410,112.98828125,-188.22648485960121
6411,113.037109375,-188.7592058127218
6412,113.0859375,-188.4342467270057
6413,113.134765625,-187.68386331496063
6414,113.18359375,-187.9697388440236
6415,113.232421875,-186.73935053929264
6416,113.28125,-186.5383284054089
6417,113.330078125,-188.1907995020138
6418,113.37890625,-188.6693646881447
6419,113.427734375,-185.59865511431636
6420,113.4765625,-186.6755948110706
6421,113.525390625,-187.2682444032395
6422,113.57421875,-188.5735010390669
6423,113.623046875,-186.2054135347764
6424,113.671875,-186.91730955761625
6425,113.720703125,-185.359093300196
6426,113.76953125,-186.30898760759345
6427,113.818359375,-188.80800654696563
6428,113.8671875,-187.05420478895587
6429,113.916015625,-189.00105425819416
6430,113.96484375,-187.85552429417163
6431,114.013671875,-189.57363605196105
6432,114.0625,-187.20111826473925
6433,114.111328125,-186.53309898367056
6434,114.16015625,-187.6475866780258
6435,114.208984375,-187.6561830107288
6436,114.2578125,-185.563013088316
6437,114.306640625,-189.69997257028118
6438,114.35546875,-185.09335356529633
6439,114.404296875,-186.3855412611031
6440,114.453125,-183.98833791611784
6441,114.501953125,-186.17966684720267
6442,114.55078125,-188.24895583336277
6443,114.599609375,-186.23951127592696
6444,114.6484375,-188.73849472036085
6445,114.697265625,-187.07856683041408
6446,114.74609375,-188.31320339422186
6447,114.794921875,-187.18317680987795
6448,114.84375,-186.8203197803363
6449,114.892578125,-188.15986351995537
6450,114.94140625,-187.70187448832516
6451,114.990234375,-186.7180735303431
6452,115.0390625,-188.46525356453196
6453,115.087890625,-190.00232117539898
6454,115.13671875,-188.60818170193716
6455,115.185546875,-186.21035950783886
6456,115.234375,-185.8541764582011
6457,115.283203125,-188.71008664710104
6458,115.33203125,-187.67048005498035
6459,115.380859375,-184.57344523842352
6460,115.4296875,-187.0048751235416
6461,115.478515625,-186.8228449920169
6462,115.52734375,-189.48839751258163
6463,115.576171875,-184.4310952614992
6464,115.625,-190.53661297309333
6465,115.673828125,-187.7541213613165
6466,115.72265625,-187.40138427253345
6467,115.771484375,-187.06508838020895
6468,115.8203125,-187.43412339736383
6469,115.869140625,-187.01248787128378
6470,115.91796875,-188.01198946925487
6471,115.966796875,-185.43140658868893
6472,116.015625,-189.77044119294322
6473,116.064453125,-186.2079906056263
6474,116.11328125,-186.5092889794425
6475,116.162109375,-187.7850898247786
6476,116.2109375,-186.26031389439882
6477,116.259765625,-187.1354224620984
6478,116.30859375,-186.9915084777319
6479,116.357421875,-188.80419636018385
6480,116.40625,-188.20707024442368
6481,116.455078125,-184.64886188652133
6482,116.50390625,-188.51053179831828
6483,116.552734375,-188.59097795947622
6484,116.6015625,-188.0087348635191
6485,116.650390625,-186.86296588548802
6486,116.69921875,-187.69380827099516
6487,116.748046875,-187.83270846847898
6488,116.796875,-189.5482881770812
6489,116.845703125,-188.84144792020996
6490,116.89453125,-188.07782387036158
6491,116.943359375,-188.49348838235522
6492,116.9921875,-183.80120800323627
6493,117.041015625,-185.12840512432584
6494,117.08984375,-188.1050364640962
6495,117.138671875,-189.21463066153154
6496,117.1875,-189.0308405683759
6497,117.236328125,-184.75854754334097
6498,117.28515625,-184.31320789844838
6499,117.333984375,-189.2369336442353
6500,117.3828125,-186.7150776560236
6501,117.431640625,-187.19629256598355
6502,117.48046875,-187.29344643532443
6503,117.529296875,-187.41028409143922
6504,117.578125,-184.62565055349114
6505,117.626953125,-186.09075526285142
6506,117.67578125,-186.64075286966636
6507,117.724609375,-187.9456095978218
6508,117.7734375,-186.06699259714912
6509,117.822265625,-185.64057292147945
6510,117.87109375,-185.24769964880022
6511,117.919921875,-185.27018432568434
6512,117.96875,-187.74449636587818
6513,118.017578125,-186.67043701775216
6514,118.06640625,-188.07098167489767
6515,118.115234375,-186.70203846286984
6516,118.1640625,-186.48340271391888
6517,118.212890625,-189.35203983081817
6518,118.26171875,-185.42022782934396
6519,118.310546875,-188.1485326769523
6520,118.359375,-189.74056773381253
6521,118.408203125,-186.59415088024332
6522,118.45703125,-186.70289304477572
6523,118.505859375,-186.93618886278352
6524,118.5546875,-188.4849007552487
6525,118.603515625,-188.14370436758273
6526,118.65234375,-186.24795786613274
6527,118.701171875,-189.72641882717124
6528,118.75,-185.82079356761597
6529,118.798828125,-186.26101669166815
6530,118.84765625,-187.23591209298695
6531,118.896484375,-187.93057543195792
6532,118.9453125,-186.79087009016996
6533,118.994140625,-185.85851852879236
6534,119.04296875,-187.73756159566534
6535,119.091796875,-186.48049746772034
6536,119.140625,-186.7175389913525
6537,119.189453125,-185.97470713184404
6538,119.23828125,-187.22349239328324
6539,119.287109375,-188.07282349692343
6540,119.3359375,-190.84049893343635
6541,119.384765625,-188.6238199691083
6542,119.43359375,-184.825972804171
6543,119.482421875,-185.88650231646344
6544,119.53125,-186.41648194399912
6545,119.580078125,-186.49754375533124
6546,119.62890625,-186.33885913044026
6547,119.677734375,-190.4865414966878
6548,119.7265625,-188.52205880395346
6549,119.775390625,-186.93325764207484
6550,119.82421875,-188.7427207875442
6551,119.873046875,-190.22800090445426
6552,119.921875,-187.9379407199422
6553,119.970703125,-186.63422977495787
6554,120.01953125,-186.91289704746805
6555,120.068359375,-187.2963002984948
6556,120.1171875,-186.71374796058862
6557,120.166015625,-186.5457949821642
6558,120.21484375,-188.55082250092133
6559,120.263671875,-189.45070811547657
6560,120.3125,-188.4405849625619
6561,120.361328125,-188.5949607506358
6562,120.41015625,-183.43949629207714
6563,120.458984375,-187.9550932425314
6564,120.5078125,-188.55917032142654
6565,120.556640625,-186.16201889409894
6566,120.60546875,-185.44063282454513
6567,120.654296875,-186.55931903290715
6568,120.703125,-188.33685269206075
6569,120.751953125,-188.17631575634098
6570,120.80078125,-186.9910966600751
6571,120.849609375,-189.3589276675224
6572,120.8984375,-185.94039174800548
6573,120.947265625,-184.77000434145594
6574,120.99609375,-187.0346250520114
6575,121.044921875,-188.63864074425783
6576,121.09375,-190.75759259857335
6577,121.142578125,-184.11309653355352
6578,121.19140625,-186.70597651717924
6579,121.240234375,-186.93431249035518
6580,121.2890625,-187.92547711769757
6581,121.337890625,-185.95655068988557
6582,121.38671875,-185.05901620573826
6583,121.435546875,-188.17848670074991
6584,121.484375,-186.33896086029665
6585,121.533203125,-187.97423321945536
6586,121.58203125,-185.35266368552945
6587,121.630859375,-187.1408858137833
6588,121.6796875,-187.94212658949587
6589,121.728515625,-188.04544793960758
6590,121.77734375,-190.74236257092883
6591,121.826171875,-188.18736989016622
6592,121.875,-189.75635846228704
6593,121.923828125,-186.7887296815984
6594,121.97265625,-185.8515269015628
6595,122.021484375,-189.9406286260293
6596,122.0703125,-186.74906469307294
6597,122.119140625,-186.32406531637776
6598,122.16796875,-184.49441553213103
6599,122.216796875,-189.53903206909916
6600,122.265625,-190.24463234247347
6601,122.314453125,-187.5245080632237
6602,122.36328125,-185.6556959538863
6603,122.412109375,-186.99324323290733
6604,122.4609375,-190.78745875727384
6605,122.509765625,-185.33942933061766
6606,122.55859375,-186.65930079296686
6607,122.607421875,-187.08510674496722
6608,122.65625,-186.3713996920262
6609,122.705078125,-189.65719544419082
6610,122.75390625,-185.75445544416655
6611,122.802734375,-187.0232738338507
6612,122.8515625,-190.15785520448566
6613,122.900390625,-187.80086885003598
6614,122.94921875,-184.9301295755054
6615,122.998046875,-185.5766549144021
6616,123.046875,-188.67706649395888
6617,123.095703125,-188.7665373216304
6618,123.14453125,-186.66724624629546
6619,123.193359375,-189.40577196524382
6620,123.2421875,-187.27772582972653
6621,123.291015625,-188.5266214417812
6622,123.33984375,-185.94937563373014
6623,123.388671875,-186.55385649819755
6624,123.4375,-185.99824192875437
6625,123.486328125,-187.5143768300067
6626,123.53515625,-185.10741720214267
6627,123.583984375,-188.77832743140115
6628,123.6328125,-186.05084177680789
6629,123.681640625,-186.47573910926616
6630,123.73046875,-188.36466856563797
6631,123.779296875,-185.89515693498933
6632,123.828125,-188.1414717263808
6633,123.876953125,-188.83826362727413
6634,123.92578125,-189.31814340491016
6635,123.974609375,-185.25276968080635
6636,124.0234375,-189.9876992905592
6637,124.072265625,-187.40765951030838
6638,124.12109375,-187.69575638377447
6639,124.169921875,-189.3901340504961
6640,124.21875,-188.34342772347526
6641,124.267578125,-185.8002270230858
6642,124.31640625,-186.42294205603966
6643,124.365234375,-186.0994519624615
6644,124.4140625,-186.54364431549024
6645,124.462890625,-187.12410128270847
6646,124.51171875,-187.40010094469218
6647,124.560546875,-186.028866004096
6648,124.609375,-186.9209158794146
6649,124.658203125,-188.4592554472204
6650,124.70703125,-186.14181564831904
6651,124.755859375,-184.05003811125215
6652,124.8046875,-189.85069317076346
6653,124.853515625,-186.0711761227178
6654,124.90234375,-188.16791102278282
6655,124.951171875,-187.23553999008413
6656,125.0,-185.73018608882057
6657,125.048828125,-186.78233753505873
6658,125.09765625,-185.82058709882648
6659,125.146484375,-188.63923373320208
6660,125.1953125,-188.16654483008608
6661,125.244140625,-187.0745940980175
6662,125.29296875,-189.36448124359708
6663,125.341796875,-186.88553206134102
6664,125.390625,-186.42307373308282
6665,125.439453125,-186.21245205494546
6666,125.48828125,-186.54647901532434
6667,125.537109375,-186.77886450328057
6668,125.5859375,-188.4821494594941
6669,125.634765625,-188.1295191894814
6670,125.68359375,-189.6760795982945
6671,125.732421875,-184.79232434004012
6672,125.78125,-186.3752751290769
6673,125.830078125,-185.97577571139632
6674,125.87890625,-186.7863928821714
6675,125.927734375,-189.00208260355456
6676,125.9765625,-189.22772915796259
6677,126.025390625,-187.4298730387497
6678,126.07421875,-186.49708187896746
6679,126.123046875,-187.43453365803646
6680,126.171875,-187.35526144495887
6681,126.220703125,-188.19243832667414
6682,126.26953125,-187.11805942701304
6683,126.318359375,-187.7138862386063
6684,126.3671875,-188.32374236158182
6685,126.416015625,-187.50235042650036
6686,126.46484375,-186.30225318850933
6687,126.513671875,-188.8376681657091
6688,126.5625,-185.04151333847847
6689,126.611328125,-187.06302425018276
6690,126.66015625,-186.54130701503325
6691,126.708984375,-189.50758439233135
6692,126.7578125,-187.29438686262336
6693,126.806640625,-187.2560881489029
6694,126.85546875,-188.96130955264204
6695,126.904296875,-188.89150117562076
6696,126.953125,-188.12684179164233
6697,127.001953125,-186.51427600940383
6698,127.05078125,-185.71410059141283
6699,127.099609375,-185.864649059881
6700,127.1484375,-189.39968113930445
6701,127.197265625,-184.57354793183535
6702,127.24609375,-188.88870054042476
6703,127.294921875,-186.9061018335044
6704,127.34375,-188.63545950381524
6705,127.392578125,-189.46559512882737
6706,127.44140625,-185.89935556962263
6707,127.490234375,-187.11775091853374
6708,127.5390625,-189.82103371379029
6709,127.587890625,-187.6785307845956
6710,127.63671875,-187.8958732395953
6711,127.685546875,-187.8566490302163
6712,127.734375,-189.49080700734987
6713,127.783203125,-186.14570737542022
6714,127.83203125,-187.1407110507511
6715,127.880859375,-186.5998281870933
6716,127.9296875,-188.9539310384136
6717,127.978515625,-189.70711779699081
6718,128.02734375,-188.11436484482255
6719,128.076171875,-188.2664169843165
6720,128.125,-186.1696343954596
6721,128.173828125,-188.9384814444823
6722,128.22265625,-187.6412493035652
6723,128.271484375,-186.336223695835
